epoch,train_loss,train_error,test_loss,test_error, learning_rate
001,0.231206,0.855625,0.22199,0.52875
002,0.212679,0.431250,0.20239,0.35688
003,0.190288,0.352500,0.17735,0.37563
004,0.161735,0.368125,0.14704,0.37563
005,0.131145,0.365000,0.11635,0.37563
006,0.102147,0.383750,0.08928,0.37563
007,0.078722,0.396250,0.06881,0.37563
008,0.061872,0.410000,0.05430,0.37563
009,0.049524,0.408125,0.04442,0.37563
010,0.041303,0.415000,0.03771,0.37563
011,0.036005,0.436250,0.03305,0.37563
012,0.032641,0.388750,0.02977,0.20937
013,0.029414,0.252500,0.02727,0.17250
014,0.027210,0.244375,0.02541,0.16000
015,0.025357,0.225000,0.02398,0.15313
016,0.024061,0.220000,0.02273,0.15313
017,0.022920,0.233125,0.02173,0.15313
018,0.022182,0.236250,0.02088,0.15125
019,0.021634,0.236250,0.02019,0.15063
020,0.020733,0.228125,0.01951,0.15063
021,0.020467,0.229375,0.01895,0.15063
022,0.020036,0.238750,0.01848,0.15063
023,0.019640,0.248750,0.01805,0.14938
024,0.019103,0.233125,0.01761,0.14938
025,0.019126,0.255000,0.01729,0.14812
026,0.018777,0.249375,0.01694,0.14812
027,0.018493,0.239375,0.01658,0.14875
028,0.018448,0.250625,0.01632,0.14812
029,0.018017,0.243750,0.01601,0.14812
030,0.017952,0.259375,0.01581,0.14562
031,0.017643,0.245625,0.01556,0.14437
032,0.017462,0.240000,0.01528,0.14562
033,0.017703,0.264375,0.01510,0.14437
034,0.017609,0.259375,0.01491,0.14312
035,0.017398,0.265000,0.01479,0.13625
036,0.017255,0.250625,0.01460,0.13688
037,0.017078,0.246250,0.01436,0.14000
038,0.017011,0.245625,0.01419,0.13938
039,0.017441,0.275625,0.01406,0.13875
040,0.016801,0.249375,0.01393,0.13500
041,0.017330,0.269375,0.01379,0.13438
042,0.016926,0.256875,0.01361,0.13875
043,0.016783,0.253125,0.01352,0.13500
044,0.016705,0.251875,0.01338,0.13438
045,0.016845,0.270000,0.01332,0.12937
046,0.016668,0.249375,0.01322,0.12313
047,0.016568,0.233750,0.01310,0.12313
048,0.016506,0.241250,0.01297,0.12812
049,0.016760,0.250000,0.01287,0.12625
050,0.016770,0.255000,0.01284,0.11812
051,0.016915,0.243125,0.01275,0.11688
052,0.016393,0.240625,0.01264,0.11937
053,0.016592,0.240000,0.01253,0.12000
054,0.016590,0.241875,0.01249,0.11312
055,0.016667,0.241875,0.01242,0.11250
056,0.016949,0.255000,0.01231,0.11937
057,0.016769,0.250625,0.01230,0.11000
058,0.016827,0.250000,0.01220,0.11062
059,0.016305,0.228750,0.01224,0.10563
060,0.016592,0.226250,0.01212,0.10750
061,0.016621,0.241250,0.01202,0.10688
062,0.016439,0.225625,0.01196,0.10688
063,0.016686,0.241875,0.01198,0.10500
064,0.016202,0.208125,0.01187,0.10500
065,0.016268,0.229375,0.01179,0.10563
066,0.016443,0.226250,0.01171,0.10688
067,0.017157,0.248750,0.01171,0.10375
068,0.016159,0.213750,0.01164,0.10375
069,0.016593,0.231250,0.01160,0.10312
070,0.016211,0.229375,0.01156,0.10250
071,0.016329,0.235625,0.01153,0.10375
072,0.016503,0.235000,0.01146,0.10063
073,0.016452,0.222500,0.01139,0.10187
074,0.016829,0.242500,0.01142,0.10250
075,0.016586,0.233750,0.01138,0.10250
076,0.016204,0.231250,0.01130,0.10125
077,0.016510,0.243125,0.01125,0.10000
078,0.016603,0.243750,0.01127,0.10187
079,0.016294,0.226250,0.01122,0.10063
080,0.015987,0.220000,0.01111,0.10125
